chr1	1	100001	0.309841059495625
chr1	10001	110001	0.310425733835423
chr1	20001	120001	0.313200378277498
chr1	30001	130001	0.319514350918976
chr1	40001	140001	0.323116188157761
chr1	50001	150001	0.328415173637246
chr1	60001	160001	0.329045364079336
chr1	70001	170001	0.339887222298307
chr1	80001	180001	0.339193618354461
chr1	90001	190001	0.334493840385645
chr1	100001	200001	0.335167605371784
chr1	110001	210001	0.32710018112707
chr1	120001	220001	0.326462460572626
chr1	130001	230001	0.319984276330806
chr1	140001	240001	0.319923233653708
chr1	150001	250001	0.318234584189909
chr1	160001	260001	0.319833745179334
chr1	170001	270001	0.30775858355232
chr1	180001	280001	0.300002423609185
chr1	190001	290001	0.297125451583198
chr1	200001	300001	0.295272217462419
chr1	210001	310001	0.30380979046478
chr1	220001	320001	0.30151851633486
chr1	230001	330001	0.30872312288779
chr1	240001	340001	0.307663899655649
chr1	250001	350001	0.30841255678963
chr1	260001	360001	0.303908500364015
chr1	270001	370001	0.311613784239698
chr1	280001	380001	0.318622385748729
chr1	290001	390001	0.321323533870606
chr1	300001	400001	0.321352762236022
chr1	310001	410001	0.325314554380061
chr1	320001	420001	0.324455315898592
chr1	330001	430001	0.32253767432464
chr1	340001	440001	0.321080439807737
chr1	350001	450001	0.321730781125285
chr1	360001	460001	0.321448366647036
chr1	370001	470001	0.323267532822587
chr1	380001	480001	0.32675549831884
chr1	390001	490001	0.333606481584813
chr1	400001	500001	0.332491579834532
chr1	410001	510001	0.324726527304941
chr1	420001	520001	0.326300171155857
chr1	430001	530001	0.326415214507835
chr1	440001	540001	0.323244944894799
chr1	450001	550001	0.322282632718914
chr1	460001	560001	0.329457927177792
chr1	470001	570001	0.333238304478648
chr1	480001	580001	0.326646432410745
chr1	490001	590001	0.31983545665984
chr1	500001	600001	0.319967264543409
chr1	510001	610001	0.320723715324226
chr1	520001	620001	0.316998742013986
chr1	530001	630001	0.313911077698763
chr1	540001	640001	0.312127190793868
chr1	550001	650001	0.314269905817202
chr1	560001	660001	0.311349067423191
chr1	570001	670001	0.313877730142119
chr1	580001	680001	0.318052214526753
chr1	590001	690001	0.323794520202657
chr1	600001	700001	0.326791758368893
chr1	610001	710001	0.331234479301939
chr1	620001	720001	0.334765547807921
chr1	630001	730001	0.342576970221357
chr1	640001	740001	0.350968716620144
chr1	650001	750001	0.354908617844904
chr1	660001	760001	0.356900665970024
chr1	670001	770001	0.356157634031785
chr1	680001	780001	0.360917197307571
chr1	690001	790001	0.364693689239531
chr1	700001	800001	0.363785551175514
chr1	710001	810001	0.360094580909117
chr1	720001	820001	0.361896154747016
chr1	730001	830001	0.362895723253398
chr1	740001	840001	0.362238651721123
chr1	750001	850001	0.358292990251343
chr1	760001	860001	0.354287775188438
chr1	770001	870001	0.353067381075666
